total/epochs,rollout/actions_std,total/steps,reference_Q_std,reference_Q_mean,reference_action_std,rollout/actions_mean,reference_actor_Q_std,obs_rms_mean,rollout/return_history,reference_perturbed_action_std,reference_action_mean,rollout/Q_mean,train/param_noise_distance,param_noise_stddev,rollout/return,total/episodes,total/duration,train/loss_critic,total/steps_per_second,reference_actor_Q_mean,reference_perturbed_action_mean,train/loss_actor,rollout/episodes,obs_rms_std,rollout/episode_steps
142,0.557596700578,2534873,878.655883789,3729.79223633,0.859469056129,-0.0556540746687,901.377502441,0.152068316936,38655.8127249,0.872243642807,-0.0222910344601,3749.24002568,,0.048684971323,32305.624484,2840.0,14888.717459,19739.3058789,170.254624482,3845.14013672,-0.110472157598,-5389.65619141,2840.0,0.16953279078,892.560915493
143,0.55791119604,2548864,948.311828613,3585.48388672,0.863578498363,-0.0553575741147,967.918151855,0.152280211449,39053.5350136,0.926497340202,-0.00798209384084,3763.71872707,,0.048684971323,32364.29577,2860.0,15001.8364394,15003.1370508,169.903465506,3700.47705078,0.191716209054,-5484.15566406,2860.0,0.169515267015,891.211188811
144,0.558063960342,2562924,987.691833496,3670.1809082,0.883826911449,-0.0550528101889,993.132385254,0.152507185936,40364.1319203,0.926861703396,0.1095321998,3778.15986307,,0.048684971323,32428.6889588,2880.0,15104.6815271,15629.3553809,169.677460289,3781.06054688,0.147762522101,-5350.93228516,2880.0,0.169516429305,889.904166667
145,0.557950602963,2576448,920.878723145,3763.00537109,0.896586537361,-0.0547934955171,914.765625,0.152739465237,40484.2647175,0.878622770309,-0.0694698244333,3791.87105078,,0.048684971323,32493.2643639,2900.0,15200.3779881,20385.5526367,169.498942856,3909.98632812,0.0487483218312,-5306.84499023,2900.0,0.169548839331,888.430344828
146,0.558241460789,2591817,913.869262695,3648.60058594,0.893571197987,-0.0548475127768,911.861572266,0.15291801095,41091.1214069,0.924919247627,0.160830661654,3804.70015107,,0.048684971323,32569.1087862,2920.0,15294.5234728,19384.2584326,169.4604611,3789.82910156,0.21223950386,-5339.11261719,2920.0,0.169590860605,887.608561644
147,0.558544921114,2606156,878.54119873,3664.82641602,0.883907139301,-0.0549741450359,870.340454102,0.153072878718,41868.3654642,0.919951736927,0.104284435511,3816.02772409,,0.048684971323,32630.8877826,2940.0,15389.9856429,20329.2501465,169.341028671,3810.90771484,0.0348654277623,-5363.16189453,2940.0,0.16963969171,886.447619048
148,0.558284479582,2619285,933.996398926,3544.15576172,0.882848203182,-0.0546517363254,927.36541748,0.153295844793,42010.0741335,0.905917584896,0.0120555674657,3829.12054925,,0.048684971323,32690.1666607,2960.0,15474.3429894,17742.248418,169.266314039,3682.29101562,0.121656157076,-5230.58572266,2960.0,0.16965380311,884.893581081
149,0.558242874195,2632446,939.700073242,3516.56640625,0.879119694233,-0.0543029842368,936.07623291,0.15349341929,41522.1182817,0.903496742249,-0.0117055987939,3841.98932494,,0.048684971323,32733.8375938,2980.0,15561.0139132,14752.6690381,169.169310862,3628.53515625,0.130876392126,-5279.94536133,2980.0,0.169646605849,883.37114094
150,0.557828991448,2644753,853.609863281,3495.71240234,0.891776800156,-0.0539599652769,848.960388184,0.15370169282,41257.8091075,0.905992925167,0.0924232006073,3854.60673918,,0.048684971323,32785.4158554,3000.0,15646.3972065,13363.7645801,169.032715013,3621.95410156,0.090596690774,-5281.97938477,3000.0,0.169654905796,881.584333333
151,0.557511559295,2657233,898.032348633,3462.38793945,0.887302160263,-0.0536727841802,907.394470215,0.153907865286,40563.2083671,0.909005522728,0.113802872598,3866.78668977,,0.048684971323,32833.8140703,3020.0,15734.7676859,13047.302876,168.876532088,3603.87988281,0.051478009671,-5317.83158203,3020.0,0.169666156173,879.878476821
152,0.557726548489,2671399,915.162780762,3502.11962891,0.877606570721,-0.0537593726513,906.359313965,0.154043614864,40669.8326298,0.909049093723,-0.0167146939784,3878.63181021,,0.048684971323,32895.3267578,3040.0,15826.8083522,15839.0135937,168.78949568,3630.91333008,-0.164366871119,-5407.85616211,3040.0,0.169674575329,878.749671053
153,0.558133622603,2686654,913.008056641,3391.24389648,0.886870086193,-0.0541627305056,910.078063965,0.154114961624,40556.7120068,0.891010046005,0.114938482642,3888.22520224,,0.048684971323,32947.243306,3060.0,15921.31727,14589.4550928,168.745710825,3540.35571289,-0.116038665175,-5422.4997168,3060.0,0.169707685709,877.991503268
154,0.557921545283,2700869,938.552368164,3305.96313477,0.877973020077,-0.0539541048879,914.028015137,0.154338464141,41612.7472648,0.880561232567,0.045379139483,3900.85803408,,0.0527188476604,33022.1138819,3080.0,16010.9943349,14378.4491992,168.688398953,3450.99755859,0.0225515067577,-5400.25138672,3080.0,0.169700533152,876.905519481
155,0.557870613499,2714656,869.45300293,3363.35009766,0.892796516418,-0.0543567841005,873.836303711,0.154479891062,40836.7028282,0.88135945797,0.0978202372789,3909.94055972,,0.0527188476604,33045.13479,3100.0,16098.7752562,14620.4255713,168.625001393,3519.96826172,-0.0493814498186,-5424.5321582,3100.0,0.169708698988,875.695483871
156,0.557778487116,2728411,872.420288086,3279.76757812,0.896475374699,-0.0546516531511,852.084106445,0.15463937819,40768.3259568,0.922032475471,0.159808188677,3919.77402033,,0.0618169949515,33088.1253487,3120.0,16189.9037662,15967.4261865,168.525461263,3465.84838867,0.11478549242,-5524.14864258,3120.0,0.169722720981,874.490705128
157,0.557682970494,2742768,913.942443848,3400.06005859,0.88727492094,-0.0548838822384,896.908752441,0.154783755541,40821.122154,0.932824611664,0.0918805375695,3930.63060207,,0.0618169949515,33147.740624,3140.0,16278.9835637,16395.3237891,168.485212192,3572.41064453,0.2604418993,-5548.85439453,3140.0,0.169750764966,873.492993631
158,0.557358296717,2755528,838.85369873,3566.49169922,0.901719450951,-0.0546073387627,825.555114746,0.154969930649,40634.7198281,0.9222702384,0.152707234025,3942.39228511,,0.0618169949515,33190.5178794,3160.0,16369.2538972,17365.0729395,168.335589228,3748.34179688,-0.0987197980285,-5514.04977539,3160.0,0.169746041298,872.002531646
159,0.557360624388,2768480,810.158874512,3728.55883789,0.892646849155,-0.0545100900502,795.103942871,0.155143156648,39190.8617698,0.932983696461,0.136257871985,3953.21699709,,0.0618169949515,33216.0996645,3180.0,16456.622999,15390.7885937,168.228925228,3884.09301758,-0.12017827481,-5416.08273437,3180.0,0.169738233089,870.591194969
160,0.557691961887,2784089,832.645385742,3631.43945312,0.902853608131,-0.0550533631365,805.285766602,0.155228495598,40260.8826179,0.935296356678,0.192708849907,3962.23364173,,0.0618169949515,33270.6269096,3200.0,16551.5926332,13824.067627,168.206713498,3798.73095703,0.17405256629,-5449.6925,3200.0,0.169785559177,870.0278125
161,0.558029725534,2799356,855.398803711,3631.29492188,0.888433337212,-0.0550878877582,822.340515137,0.155356824398,40627.3696129,0.906305253506,0.053511865437,3972.21462208,,0.0618169949515,33322.2633694,3220.0,16643.7967808,17371.8221338,168.192152119,3812.52685547,0.192684218287,-5346.18617187,3220.0,0.16979727149,869.365217391
162,0.557878449102,2811268,763.696655273,3522.3671875,0.894870281219,-0.0546646400185,720.663085938,0.155514359474,38912.681895,0.913394033909,0.152061581612,3981.85768399,,0.0618169949515,33325.6709101,3240.0,16730.0532844,24008.5448145,168.037002167,3695.27783203,0.0789543241262,-5415.91755859,3240.0,0.169808909297,867.675308642
163,0.557780412055,2824146,837.539123535,3511.58911133,0.888770461082,-0.0542766539763,800.200622559,0.155691742897,38058.8393649,0.919082045555,0.0458191111684,3991.89549462,,0.0618169949515,33339.8528943,3260.0,16814.5200071,23526.1984961,167.95876414,3686.73193359,-0.276509284973,-5391.25571289,3260.0,0.169818371534,866.302453988
164,0.557845362318,2837585,852.108764648,3523.24267578,0.891864001751,-0.0540213377247,801.423278809,0.155864089727,38427.8954758,0.919883430004,0.000243093818426,4002.63596506,,0.0618169949515,33374.9958783,3280.0,16906.8909018,15840.8587207,167.836003466,3655.11767578,-0.0761601254344,-5393.82467773,3280.0,0.16980984807,865.117378049
165,0.557602372322,2850522,919.733764648,3438.49121094,0.900197327137,-0.0540627997643,858.035949707,0.156020969152,37465.7120139,0.919980049133,0.181598901749,4012.65419733,,0.0605989559372,33397.7507007,3300.0,16991.3358636,13444.0914648,167.763266107,3612.33251953,0.0521631315351,-5345.97416016,3300.0,0.169797211885,863.794545455
166,0.557793847242,2865672,866.346130371,3644.98803711,0.90859568119,-0.0541951127866,784.249450684,0.156158179045,37544.2126718,0.897486507893,0.0477141775191,4022.50935186,,0.0605989559372,33449.430517,3320.0,17086.0916061,16568.3535937,167.719573678,3775.25244141,0.105334207416,-5420.15189453,3320.0,0.169819802046,863.154216867
167,0.55827062787,2880367,946.747924805,3483.8359375,0.90466850996,-0.0539458660811,855.508666992,0.15630954504,39380.7534515,0.899722516537,0.00268797948956,4033.54102906,,0.0605989559372,33506.9608065,3340.0,17183.1908705,19441.119209,167.627015361,3633.21508789,-0.0878954827785,-5576.96262695,3340.0,0.169776499271,862.385329341
168,0.559352090237,2897735,955.857727051,3538.89501953,0.912517786026,-0.0544069277381,887.470581055,0.1563680619,41202.032497,0.896713674068,0.0324003100395,4042.20421924,,0.0605989559372,33573.8463349,3360.0,17284.0975313,15079.7726074,167.6532428,3704.50878906,-0.0218723528087,-5505.40711914,3360.0,0.169789999723,862.421130952
169,0.560045809724,2914884,950.855773926,3609.68554688,0.900789737701,-0.0547279112663,858.625,0.156437426805,42433.664499,0.919567763805,0.143424779177,4050.78983738,,0.0643270128327,33643.0038256,3380.0,17385.0706153,18630.3412402,167.665928112,3732.3215332,-0.0764806866646,-5443.63447266,3380.0,0.169805765152,862.391715976
170,0.56012883689,2928690,1020.40270996,3499.54785156,0.896232128143,-0.0543663549297,961.363891602,0.156613588333,43769.8139341,0.955232620239,0.0642130970955,4061.57421989,,0.0643270128327,33702.811384,3400.0,17476.3242881,15297.3127148,167.580433489,3610.66845703,0.115741282701,-5486.29745117,3400.0,0.169795066118,861.379411765
171,0.560338202812,2942487,946.105224609,3410.77392578,0.891135215759,-0.0541334579668,881.507568359,0.156763583422,43149.8547835,0.959114432335,0.0699597001076,4070.92971667,,0.0643270128327,33733.0686535,3420.0,17564.0442305,17120.8318652,167.529013329,3545.99609375,-0.00168228149414,-5413.38398438,3420.0,0.16977918148,860.376315789
172,0.560458271828,2955650,945.455566406,3443.39501953,0.915417253971,-0.053881197229,882.295715332,0.156916975975,42296.1554365,0.916724026203,0.101300276816,4080.07847769,0.208571359515,0.0605989559372,33762.4606504,3440.0,17654.6874192,22137.0554492,167.414462223,3538.65478516,-0.0396040454507,-5474.09426758,3440.0,0.169781088829,859.200581395
173,0.561112920897,2972206,970.036315918,3452.72558594,0.905430972576,-0.0544607859343,886.678649902,0.156954154372,41385.7329956,0.942525804043,0.168608263135,4085.3196214,,0.0594049171034,33799.623406,3460.0,17752.7177184,18967.6640625,167.42259113,3565.32714844,0.26600971818,-5457.45920898,3460.0,0.169804871082,859.019075145
174,0.561181498154,2985637,942.240356445,3481.66894531,0.928166031837,-0.0538327142132,866.395935059,0.157092869282,40266.5985422,0.931175768375,0.248413145542,4094.18517157,,0.0594049171034,33833.3370071,3480.0,17838.3868079,16610.0214355,167.37146874,3623.46484375,0.2677718997,-5421.19275391,3480.0,0.169819936156,857.941666667
175,0.561003618388,2998602,985.176147461,3490.47216797,0.892957389355,-0.0532563953467,906.919311523,0.157255470753,39821.0315711,0.926189780235,0.123163938522,4103.94873496,,0.0594049171034,33877.6176751,3500.0,17923.3159919,13608.4368213,167.301742677,3603.66699219,0.239352107048,-5381.41969727,3500.0,0.169817715883,856.743428571
176,0.561087580465,3011534,1031.89697266,3483.85693359,0.9238473773,-0.0526199408984,959.407226562,0.157394498587,39722.370769,0.89152264595,0.233327880502,4113.34296347,,0.0594049171034,33903.2192818,3520.0,18008.8160446,13924.4207813,167.225540677,3629.49414062,0.0768965780735,-5419.01515625,3520.0,0.169799745083,855.549431818
177,0.561105705276,3023756,956.787231445,3507.51904297,0.909788548946,-0.0519798245503,886.237854004,0.157531380653,38904.3310454,0.936276733875,0.201482027769,4122.21334079,,0.0594049171034,33907.7112266,3540.0,18091.9744585,14550.3845215,167.132449084,3638.27758789,0.30351254344,-5476.27480469,3540.0,0.16979585588,854.168361582
178,0.560961312929,3036603,1068.00793457,3577.93457031,0.922878444195,-0.0512913375948,1001.6998291,0.157680988312,38779.0132679,0.916673660278,0.240623295307,4131.91633918,,0.0594049171034,33939.4939077,3560.0,18183.7455804,24455.1537646,166.995462325,3676.80761719,0.140933722258,-5374.01253906,3560.0,0.169791921973,852.978370787
179,0.562810610695,3055736,1076.00708008,3573.85253906,0.909761309624,-0.0483410455601,991.820495605,0.157575160265,38112.9190101,0.923789799213,0.188677400351,4132.41924741,,0.0594049171034,33952.8784039,3580.0,18295.0828972,19039.0091748,167.024987926,3650.7409668,0.151619240642,-5466.19640625,3580.0,0.169905424118,853.557541899
180,0.563125527172,3069122,1017.06329346,3668.84204102,0.922098517418,-0.0471645804264,934.081359863,0.157661125064,37031.5265304,0.904622256756,0.212668463588,4139.68643694,,0.0594049171034,33965.2262544,3600.0,18387.232513,16680.3862891,166.915929183,3716.39990234,0.196156293154,-5364.76895508,3600.0,0.169916659594,852.533888889
181,0.563652755606,3084845,1021.20263672,3650.72558594,0.9206199646,-0.0456293976587,975.121948242,0.157705932856,37036.9376447,0.929409921169,0.183599621058,4145.83730646,,0.0594049171034,33989.7860874,3620.0,18484.9061139,16824.0847461,166.884537092,3680.97729492,0.250182747841,-5364.64061523,3620.0,0.169943332672,852.167127072
182,0.564189500533,3102186,1008.84173584,3653.02734375,0.930471658707,-0.0440342797819,952.055358887,0.157702967525,36974.4251852,0.93544203043,0.245596215129,4150.40391011,,0.0594049171034,33991.96161,3640.0,18590.9317832,18996.4254834,166.865546933,3699.64526367,0.29652428627,-5450.63944336,3640.0,0.16994433105,852.248901099
183,0.564155852775,3140688,977.899169922,3698.79467773,0.873237252235,-0.0412050486885,907.539611816,0.157009541988,30865.56557,0.917617738247,0.091558650136,4149.99414372,,0.0594049171034,33855.5067947,3660.0,18774.6761711,15013.2165869,167.283204854,3759.58740234,0.00551380310208,-5334.42216797,3660.0,0.170067995787,858.11147541
184,0.565421132015,3169194,931.320495605,3708.73632812,0.906908512115,-0.0377854770349,862.432067871,0.15657544136,27228.1163979,0.896974205971,0.139617025852,4149.03314062,,0.0527188476604,33770.1403059,3680.0,18915.1842134,13611.5344629,167.547614882,3764.3894043,0.0840524733067,-5147.48226562,3680.0,0.170235276222,861.194021739
185,0.566192628028,3191036,964.726196289,3629.92871094,0.917522609234,-0.0370455908548,904.836364746,0.156385719776,25049.2572576,0.919185400009,0.184777647257,4153.21338908,,0.0477256850534,33724.2541193,3700.0,19037.6622612,14196.3023877,167.617008654,3693.03955078,0.110433503985,-5268.8505957,3700.0,0.170281112194,862.442162162
186,0.567952554171,3212322,884.942749023,3646.26196289,0.929558396339,-0.0388719165534,819.376525879,0.156202360988,25041.4973983,0.94468742609,0.248925611377,4152.50049249,,0.0477256850534,33749.2406925,3720.0,19153.6499577,13649.5090527,167.713308278,3683.96166992,0.280393183231,-5126.12976562,3720.0,0.170322954655,863.527419355
187,0.568843928384,3233385,885.722595215,3618.83764648,0.915561437607,-0.0401988773395,834.25994873,0.156042844057,26489.1323064,0.912570238113,0.214211434126,4153.01780504,,0.0496635392466,33791.3512009,3740.0,19265.8155158,18134.4205957,167.830165163,3639.27783203,0.218375504017,-5155.88075195,3740.0,0.170356169343,864.54144385
188,0.569685710482,3254658,942.536560059,3576.3359375,0.89193123579,-0.0416549193884,886.926940918,0.155898183584,33053.6831379,0.898243010044,0.0347271598876,4153.07830643,,0.0537784964984,33834.1816974,3760.0,19377.3930051,18823.7393945,167.961603459,3612.22900391,0.152532964945,-5160.57606445,3760.0,0.170394808054,865.600531915
189,0.570492525125,3274177,840.04699707,3671.71533203,0.933692574501,-0.0415661006925,770.606567383,0.155820608139,37839.9179937,0.907473146915,0.261277377605,4154.22496124,,0.0496635392466,33877.8063823,3780.0,19484.8337972,24347.1881152,168.037204427,3740.1484375,0.185204878449,-5246.5494043,3780.0,0.170425131917,866.184391534
190,0.570864766293,3290970,859.26373291,3674.21875,0.927360832691,-0.0413206857229,802.861450195,0.155833095312,40596.7585801,0.917647957802,0.241213783622,4158.04310764,,0.0506617763854,33905.1094999,3800.0,19589.2471576,15998.903125,167.998799215,3725.83837891,0.0943559035659,-5373.25075195,3800.0,0.170449197292,866.044736842
191,0.572265638732,3313655,914.712158203,3655.15283203,0.926587283611,-0.0432715713574,836.96295166,0.155642837286,40902.4216181,0.945170581341,0.23824635148,4156.47048118,,0.0506617763854,33936.4967377,3820.0,19709.3199823,17062.1462891,168.126297761,3675.49560547,0.28754734993,-5339.28203125,3820.0,0.170464530587,867.44895288
192,0.573280303325,3334553,878.961364746,3648.47949219,0.912998199463,-0.0437063996725,818.950317383,0.155512854457,40431.3309177,0.93685990572,0.204505518079,4155.30827694,,0.0506617763854,33964.2673393,3840.0,19821.1889267,15739.663623,168.231734854,3697.94189453,0.259702473879,-5374.54860352,3840.0,0.17053617537,868.373177083
193,0.573279995694,3350638,831.798400879,3686.27001953,0.89360421896,-0.0434846234671,777.187133789,0.155553638935,40391.8645186,0.927111804485,0.154486969113,4161.27612154,,0.0506617763854,34004.0698534,3860.0,19920.2040598,12744.0389795,168.202995809,3722.77685547,0.237605109811,-5398.51889648,3860.0,0.170542061329,868.040932642
194,0.573225600779,3366121,921.38873291,3575.49804688,0.911151945591,-0.0433383401709,875.484008789,0.155621036887,40044.0191866,0.914817094803,0.191551670432,4166.81895996,,0.0506617763854,34036.7293927,3880.0,20017.1609619,14914.9630273,168.161759123,3589.19506836,0.213000923395,-5402.85615234,3880.0,0.170588344336,867.556958763
195,0.572783462686,3378669,914.756896973,3574.93237305,0.872206032276,-0.0428914860943,872.862548828,0.155769169331,40484.0319031,0.910853326321,0.0824975520372,4175.46541172,,0.0506617763854,34073.7998179,3900.0,20104.829566,13811.3004053,168.052605913,3596.62963867,-0.129435956478,-5388.38318359,3900.0,0.170598357916,866.325384615
196,0.57350594325,3397893,839.059265137,3580.30688477,0.925466060638,-0.0427666011146,789.844299316,0.155701771379,40169.6685495,0.931504905224,0.236400902271,4175.19111919,,0.0506617763854,34095.5062227,3920.0,20220.8762252,21447.7958301,168.03886054,3628.84521484,0.25323882699,-5405.44157227,3920.0,0.170680508018,866.809438776
197,0.573988530843,3416127,833.342041016,3658.05786133,0.93330681324,-0.0430232336936,790.463989258,0.155690178275,40678.3715275,0.927380859852,0.247099250555,4178.17686213,,0.0496635392466,34134.6760751,3940.0,20325.5177658,14105.9468213,168.070847659,3715.28857422,0.242048025131,-5489.83853516,3940.0,0.170700013638,867.037309645
198,0.574244625461,3432995,839.037841797,3609.36303711,0.924210309982,-0.0436898972667,791.306213379,0.155695006251,40747.4078873,0.938866138458,0.226648032665,4182.1440209,,0.0496635392466,34174.3561674,3960.0,20425.783293,14540.1554883,168.071645075,3622.12011719,0.271714448929,-5340.45858398,3960.0,0.170729368925,866.917929293
199,0.574376497617,3449875,811.390319824,3627.8815918,0.938928723335,-0.0438190975342,770.785705566,0.155709296465,40778.768169,0.928562283516,0.26414835453,4185.66817547,,0.0506617763854,34206.1273519,3980.0,20526.1458497,11846.592627,168.072224823,3653.54663086,0.248371809721,-5584.42089844,3980.0,0.170755088329,866.802763819
200,0.575199831006,3472045,829.79083252,3630.25317383,0.92833417654,-0.0451307676184,810.981323242,0.155557900667,40482.4196235,0.928373277187,0.241536587477,4182.79734259,,0.048684971323,34234.0153131,4000.0,20644.5638723,16193.020415,168.182046444,3639.97485352,0.241258963943,-5421.71804688,4000.0,0.170831874013,868.01125
201,0.576148712221,3492814,821.046142578,3589.36132812,0.930660367012,-0.0455421231251,785.45324707,0.155439972878,40607.2293376,0.915965199471,0.249421447515,4181.79116591,,0.055962119108,34257.4893847,4020.0,20762.9186373,18256.6991357,168.223652032,3597.63696289,0.203480035067,-5605.21561523,4020.0,0.170886129141,868.85920398
202,0.576046479056,3506386,797.39855957,3649.89428711,0.923279345036,-0.0450260875651,773.778808594,0.155519410968,38680.2602656,0.940190136433,0.231875225902,4186.63927958,,0.055962119108,34247.1905352,4040.0,20857.2592561,20158.7091895,168.113459057,3611.31884766,0.267972767353,-5360.28959961,4040.0,0.170911610126,867.917326733
203,0.576319563766,3523327,803.70123291,3598.34033203,0.909013867378,-0.0457360450043,798.836242676,0.155514806509,38066.0005247,0.934455096722,0.204265922308,4189.78406618,,0.055962119108,34270.2094767,4060.0,20958.6313357,15894.8217969,168.108639518,3553.80273438,0.259060263634,-5292.88272461,4060.0,0.170950770378,867.81453202
204,0.576202594098,3537278,786.807556152,3586.40625,0.909710645676,-0.0457154080968,767.824462891,0.155616432428,38039.123744,0.931485116482,0.195440992713,4196.32431445,,0.0537784964984,34300.0733419,4080.0,21050.3506229,13567.3605762,168.038911245,3548.59423828,0.250498354435,-5392.21618164,4080.0,0.170972406864,866.979901961
205,0.575812105866,3549650,850.922546387,3543.00195312,0.880418360233,-0.0453347728447,824.739562988,0.155772358179,38027.4773269,0.888426721096,0.0894952118397,4204.17992114,0.220500967503,0.0467853005131,34326.5387768,4100.0,21143.5516384,13597.0799512,167.88333676,3531.85571289,0.18207962811,-5383.02879883,4100.0,0.170989617705,865.768292683
206,0.575610079075,3563298,795.072143555,3535.13769531,0.918284893036,-0.0453125662703,805.18347168,0.155875191092,37966.8845671,0.930475831032,0.23585177958,4209.94223725,,0.0467853005131,34347.5232484,4120.0,21237.3836401,16281.4666797,167.784227115,3509.14892578,0.266877442598,-5249.13686035,4120.0,0.171033784747,864.87815534
207,0.575407160433,3576890,775.389038086,3550.73461914,0.908006370068,-0.0452499523355,762.934692383,0.155971288681,39301.2664294,0.902657985687,0.200828313828,4215.67509762,,0.0506617763854,34369.2696631,4140.0,21329.2696288,13530.0423096,167.698663023,3504.68896484,0.199049949646,-5268.93418945,4140.0,0.171056762338,863.983091787
208,0.575034547125,3589621,784.569213867,3506.18798828,0.906199336052,-0.0448692393027,793.770324707,0.156119555235,39709.755382,0.906269013882,0.201356321573,4223.48700256,,0.0527188476604,34400.9677917,4160.0,21418.3945065,14810.8480957,167.595241507,3501.05761719,0.171938657761,-5247.71798828,4160.0,0.171062514186,862.889663462
209,0.574632663547,3602014,783.018310547,3534.4206543,0.936913609505,-0.0444306988741,768.504699707,0.156273677945,39796.0296564,0.928499102592,0.265327960253,4231.32415022,,0.0527188476604,34431.5555504,4180.0,21510.5127838,14141.2163281,167.453655625,3486.33325195,0.255368113518,-5362.53660156,4180.0,0.171078801155,861.725837321
210,0.574318210755,3614478,726.331787109,3521.75805664,0.85952180624,-0.0440714975889,709.29699707,0.156406342983,39812.0537393,0.87759333849,0.0332379639149,4238.91549449,,0.0527188476604,34457.1462759,4200.0,21601.3979256,11359.2870752,167.326115303,3482.32958984,-0.0404933691025,-5340.76256836,4200.0,0.171075969934,860.59
